Fecha Transacción,Recorrido,Rendimiento_kmpl,TON C02,num_vehículos
2021-04-07,262.5348837209302,3001.1079893284027,5.9522705999999985,40
2021-04-08,406.05263157894734,3469.650475202313,6.807174119999999,36
2021-04-09,3631.1052631578946,1619.0875615649952,11.947513949999998,36
2021-04-10,380.2692307692308,3934.822465781588,3.5737591499999994,24
2021-04-11,461.77777777777777,2382.7061465222187,3.8217421799999993,18
2021-04-12,249.28947368421052,2362.8606121437406,6.116729129999999,37
2021-04-13,337.0,8292.60341270601,5.294799629999999,32
2021-04-14,819.125,2746.3961580728505,7.656460919999998,47
2021-04-15,392.875,2326.9745305425995,10.678837319999998,38
2021-04-16,359.8666666666667,2974.876747999772,7.408259999999998,43
2021-04-17,361.258064516129,1382.3492608998702,11.195478719999999,31
2021-04-18,536.7857142857143,3225.2688530491205,1.7576459999999992,14
2021-04-19,38343.46153846154,3064.59575118722,6.080583599999999,36
2021-04-20,2828.0714285714284,3100.310830366441,7.417435589999998,36
2021-04-21,456.80392156862746,3289.0236391806598,9.230014079999998,49
2021-04-22,311.02222222222224,3407.0499160549075,8.186078879999998,42
2021-04-23,15378.54347826087,3439.5280830392,7.205549669999999,45
2021-04-24,328.48571428571427,4013.333593033155,5.298213239999999,33
2021-04-25,285.6896551724138,2450.794733984546,5.960356739999998,28
2021-04-26,17846.82857142857,5025.238491094427,5.579315549999999,34
2021-04-27,1832.826923076923,2405.2187221572635,7.944705179999998,50
2021-04-28,293.6904761904762,2080.355934939389,6.427730789999998,38
2021-04-29,807.9787234042553,2876.9346828153584,9.56638782,46
2021-04-30,537.1111111111111,2686.6071767125145,6.948415259999998,45
2021-05-01,16831.151515151516,3168.036906709407,5.524189379999998,31
2021-05-02,477.3939393939394,4493.793954936497,14.084627489999999,30
2021-05-03,19236.20930232558,3986.5991306679125,8.025348689999998,39
2021-05-04,326.8775510204082,1968.4949143130273,8.522258939999999,43
2021-05-05,1200.7777777777778,3539.8052964193644,14.011876439999998,42
2021-05-06,296.44444444444446,2338.957097931033,7.914031109999999,40
2021-05-07,14705.591836734693,2872.7704622819674,7.567610219999998,47
2021-05-08,44464.46341463415,3251.3984150140072,7.372864979999998,35
2021-05-09,299.53333333333336,2113.4779873232096,6.367254209999999,27
2021-05-10,487.8139534883721,2967.375009552286,12.679430669999999,39
2021-05-11,433.8727272727273,3984.9688563726886,16.810019819999997,51
2021-05-12,931.4375,1832.8158113703241,9.855527849999998,46
2021-05-13,345.53061224489795,4421.478262124385,8.681657579999998,47
2021-05-14,395.6595744680851,1884.0579264383912,9.176897339999998,42
2021-05-15,458.60526315789474,3304.8621906839535,6.6776990399999985,35
2021-05-16,4408.76,5536.641180437324,4.741359029999999,25
2021-05-17,44573.72,3380.431949005032,10.724206859999997,46
2021-05-18,311.2162162162162,3616.8526368635153,6.464045789999999,35
2021-05-19,410.58181818181816,2886.6717252636254,8.539908029999998,48
2021-05-20,33406.666666666664,5518.914503724034,7.263411569999999,43
2021-05-21,307.6923076923077,1804.7824727918598,5.6541970799999985,36
2021-05-22,322.13793103448273,5655.48365637151,7.435544669999999,28
2021-05-23,705.2272727272727,2214.593905404843,3.3517050299999993,22
2021-05-24,351.19607843137254,4900.17625449924,8.476550459999999,48
2021-05-25,299.87179487179486,6091.033613717977,5.386555529999999,33
2021-05-26,413.10526315789474,3420.9166028255204,11.069102519999998,52
2021-05-27,481.0243902439024,8415.170722136974,6.290169569999999,38
2021-05-28,344.8421052631579,2614.046158161668,7.442468729999998,36
2021-05-29,461.8125,4163.730704441945,11.393516519999999,43
2021-05-30,279.28205128205127,3875.46609834187,11.584727099999999,36
2021-05-31,218.0,7744.134656314568,8.144558729999998,37
2021-06-01,380.0980392156863,4733.964561654357,13.370892479999998,44
2021-06-02,436.8958333333333,4588.806217998709,6.913891799999998,47
2021-06-03,442.6279069767442,3792.956713277748,7.161051689999998,41
2021-06-04,224.60526315789474,4086.3715400316946,7.057190789999999,34
2021-06-05,2634.3714285714286,7501.124521800871,8.440429139999999,32
2021-06-06,288.82758620689657,2256.812194180794,4.983846389999999,28
2021-06-07,291.7317073170732,4358.355838256871,6.175341539999999,39
2021-06-08,2362.0,4307.954750678702,8.536276529999999,45
2021-06-09,506.6304347826087,3300.5877656141884,6.335030699999999,41
2021-06-10,294.05,9412.28854435767,5.718256739999998,39
2021-06-11,293.02777777777777,2928.236156437726,5.624781929999998,35
2021-06-12,244.96875,4255.652228194715,4.287469949999998,31
2021-06-13,359.0,8753.083202925842,3.9778724699999994,23
2021-06-14,409.0769230769231,3136.0037036756416,5.779048049999998,38
2021-06-15,3267.815789473684,3344.6410721171274,7.639877069999998,37
2021-06-16,266.65714285714284,4033.673522791687,5.730821729999999,32
2021-06-17,276.87179487179486,4845.528682976844,7.3293111899999985,38
2021-06-18,295.2162162162162,5190.748429364476,5.332833539999999,36
2021-06-19,257.741935483871,2151.5427307531654,5.9808868199999985,30
2021-06-20,283.29411764705884,9007.207871074334,2.7249323399999996,17
2021-06-21,302822.9655172414,15409.684619051406,5.369318009999999,27
2021-06-22,855.66,9668.657293852426,6.789621869999998,48
2021-06-23,650.0,1763.259456715762,7.131878639999999,31
2021-06-24,366.53333333333336,2696.3482727803257,5.946048629999999,29
2021-06-25,901.9047619047619,1951.3231649850259,9.297172619999998,40
2021-06-26,434.1333333333333,2941.0691734854786,4.147318259999999,29
2021-06-27,273.82142857142856,3531.5112976776413,5.849523359999999,24
2021-06-28,759.7674418604652,3839.2654141040234,7.797871529999998,42
2021-06-29,6359.909090909091,3178.0541046194207,6.8716937699999985,31
2021-06-30,275.3611111111111,9725.184312010504,7.196301449999999,35
2021-07-01,146185.48387096773,8005.372116081699,4.531143599999998,29
2021-07-02,3944.0,5135.144276272895,3.6100983599999994,25
2021-07-03,746.4285714285714,4476.712017258505,5.532614459999999,33
2021-07-04,1882.3684210526317,11123.880652170623,4.039825859999999,18
2021-07-05,461.7142857142857,3845.9699299959216,8.01251739,35
2021-07-06,713.7096774193549,12750.54964266731,6.346651499999999,30
2021-07-07,19419.7,2563.800651024839,5.160676229999999,30
2021-07-08,637.4848484848485,7936.65552899531,7.504543169999999,32
2021-07-09,105746.34042553192,7202.383939765788,9.537505289999999,45
2021-07-10,680.5862068965517,3570.5560546244787,6.480048599999999,29
2021-07-11,382.7826086956522,6315.277323306167,5.14329345,21
2021-07-12,616.7560975609756,3509.0578488657025,8.320904369999997,40
2021-07-13,482.0810810810811,3128.688446771193,7.445858129999999,36
2021-07-14,553.1463414634146,5946.0495422666545,6.2574618599999985,39
2021-07-15,694.2127659574468,4948.259807397488,10.13149764,45
2021-07-16,522.9428571428572,2864.8548789623915,7.178482889999999,33
2021-07-17,14072.846153846154,5239.555108393282,7.3926687599999985,35
2021-07-18,558.8333333333334,3482.8491088390597,4.714316459999999,18
2021-07-19,380.0576923076923,8197.682599336762,9.987133409999998,49
2021-07-20,299.8723404255319,3582.8765806986207,9.562538429999998,42
2021-07-21,299.06976744186045,3200.3815171212746,6.356529179999998,43
2021-07-22,234.2325581395349,3346.344416130254,9.528862319999998,38
2021-07-23,23572.30769230769,3340.1999010071645,6.395337809999998,39
2021-07-24,532.3928571428571,6741.9524986786055,4.506110459999999,28
2021-07-25,739.0,3958.925158801991,5.626815569999999,28
2021-07-26,692.7142857142857,4321.681312110412,4.552303139999999,26
2021-07-27,21185.68181818182,4126.610960047889,2.906023139999999,22
2021-07-28,26569.823529411766,2712.8569740449752,14.075355059999998,50
2021-07-29,968.34375,4669.174894451772,6.125711039999999,32
2021-07-30,385.44444444444446,6320.100041260203,6.798192209999998,35
2021-07-31,540.1176470588235,2312.043773721348,7.167031559999999,34
2021-08-01,471.46153846153845,5462.963505092439,8.40597831,24
2021-08-02,423.609756097561,2901.555010709837,10.332731159999998,35
2021-08-03,25464.527777777777,3103.7184543107887,5.4816281999999985,33
2021-08-04,773.7352941176471,9034.72998184945,6.644482919999999,34
2021-08-05,940.7317073170732,7327.707808378699,11.619613709999998,38
2021-08-06,545.7666666666667,3650.0543647283225,6.504210179999999,30
2021-08-07,4217.2,2649.5647907885923,6.200277839999999,23
2021-08-08,698.9090909090909,2869.059168042799,6.188753879999999,21
2021-08-09,390.22857142857146,2663.8083804561234,5.795244539999999,35
2021-08-10,481.0,3752.0137774986256,7.915047929999998,33
2021-08-11,358.3095238095238,3098.2260434694344,10.549241189999998,40
2021-08-12,436.5882352941176,5958.033843865875,9.370407869999998,33
2021-08-13,433.55,2821.145988825049,10.18197549,40
2021-08-14,14416.55,4371.229620133548,6.428239199999999,38
2021-08-15,673.1481481481482,5478.86569697322,5.411976029999999,25
2021-08-16,15840.416666666666,3978.422258345585,16.813360799999998,46
2021-08-17,19301.384615384617,6650.477105077107,16.433384849999996,51
2021-08-18,550.8285714285714,2198.716049021714,9.697848119999998,35
2021-08-19,495.82142857142856,3182.2987370501755,5.476108319999999,28
2021-08-20,542.0,2044.276487624398,7.774436249999999,27
2021-08-21,312.3333333333333,2043.880393508231,8.020748789999999,30
2021-08-22,380.72222222222223,2107.375276902896,2.4667084799999994,17
2021-08-23,266.1111111111111,1901.4581393189246,6.86694861,34
2021-08-24,394.60714285714283,4066.1006046597527,5.992798139999999,28
2021-08-25,18398.5,3206.2610828529487,7.016469569999999,38
2021-08-26,269.0,1947.6222838630165,3.913352819999999,28
2021-08-27,3087.0,1978.7319661055144,5.186072519999998,37
2021-08-28,351.1923076923077,3836.0377247425367,3.859921349999999,23
2021-08-29,259.5,1468.0531224015378,5.49460476,21
2021-08-30,61020.8,3428.5793240087296,6.238699109999999,34
2021-08-31,24655.484848484848,7928.847689809299,4.939977869999998,33
2021-09-01,493.9142857142857,1927.960533590067,5.867027189999998,34
2021-09-02,582.5405405405405,1708.7505101871177,10.237852169999998,34
2021-09-03,307.93333333333334,1440.0340089076194,11.485901879999998,42
2021-09-04,323.6521739130435,2199.098763613582,3.1277625299999987,23
2021-09-05,36697.76190476191,2873.7741309883772,3.172478399999999,21
2021-09-06,370.1111111111111,2066.7369708603746,7.438667759999999,35
2021-09-07,20709.0,2629.888773311487,5.697097199999998,34
2021-09-08,313.59375,5625.115925463071,7.5806109899999985,30
2021-09-09,156131.53488372092,6883.266411680401,6.808917239999999,41
2021-09-10,4870.137931034483,2095.4131065670313,5.732322749999999,29
2021-09-11,5351.0,2336.813369043099,5.386216589999999,25
2021-09-12,10008.833333333334,2380.4172822811615,3.228669809999999,18
2021-09-13,343.7586206896552,1679.4568271097573,6.442813619999999,29
2021-09-14,397.05882352941177,10208.826469572185,9.19798425,32
2021-09-15,286.53333333333336,1423.0269687729103,7.573517459999999,28
2021-09-16,11218.565217391304,2014.078416440061,5.777474399999999,20
2021-09-17,386.7894736842105,1755.587292795992,6.157232459999999,37
2021-09-18,325.2,2733.969452097162,4.303036979999999,25
2021-09-19,1558.3,2040.8947425411159,5.225026409999999,19
2021-09-20,4116.56,1730.6619810202048,4.44432654,25
2021-09-21,2616.757575757576,2288.5557973322348,6.853536269999998,32
2021-09-22,447.34375,2419.8338827326957,6.359047019999998,32
2021-09-23,21829.942857142858,2624.7973404640343,5.259864599999999,34
2021-09-24,596.9767441860465,4948.539055757792,8.536300739999998,41
2021-09-25,431.93333333333334,2105.9079604223098,6.795529109999999,30
2021-09-26,3279.818181818182,2383.9020256641857,3.272756219999999,22
2021-09-27,387.14285714285717,2751.4461472023663,4.303763279999999,28
2021-09-28,577.5769230769231,1804.370853355562,5.010138449999999,26
2021-09-29,22351.894736842107,2496.931300122391,6.993566909999998,35
2021-09-30,529.0967741935484,10138.410799912683,4.6314698399999985,29
2021-10-01,224756.81818181818,5917.020862303695,6.190448579999999,41
2021-10-02,5882.916666666667,6992.045929937012,4.858729109999999,24
2021-10-03,299.3333333333333,7616.685734015632,4.41086832,21
2021-10-04,49930.63636363636,3445.818856606149,4.829410799999999,30
2021-10-05,5760.972222222223,6611.725402258159,7.170663059999998,35
2021-10-06,715.7884615384615,2718.5758015408305,11.867185169999997,50
2021-10-07,789.2051282051282,1572.448066795755,6.226836209999999,38
2021-10-08,1833.4594594594594,3307.49406732146,4.796920979999999,35
2021-10-09,508.5652173913044,2056.234181142313,5.748664499999999,23
2021-10-10,341.8695652173913,1752.9254594445836,3.6068057999999987,21
2021-10-11,835.0833333333334,2864.8288376812993,6.519389849999998,35
2021-10-12,3921.0,1753.9872892364187,5.984276219999998,32
2021-10-13,2228.75,1958.6834368416817,6.217951139999999,35
2021-10-14,21657.809523809523,3257.168398350501,6.308714429999998,38
2021-10-15,332.3421052631579,1868.5168157233438,6.832425149999999,37
2021-10-16,15482.636363636364,1972.4746509430383,8.353152089999998,33
2021-10-17,205.37037037037038,2276.462885488339,6.219645839999998,26
2021-10-18,470.8,2876.2285473205907,4.8306697199999995,25
2021-10-19,3090.7567567567567,2791.800311787304,6.580568519999999,36
2021-10-20,2224.181818181818,3144.859990474708,5.973236459999998,44
2021-10-21,1666.2222222222222,1780.0602874803744,8.844881399999998,44
2021-10-22,303.9655172413793,1554.800474859651,5.112038339999999,29
2021-10-23,7550.285714285715,2219.620437504678,6.220130039999999,28
2021-10-24,495.6333333333333,1661.4930364285651,9.91687599,29
2021-10-25,381.5777777777778,2890.9656374846368,13.786650809999998,45
2021-10-26,265.6666666666667,2409.8830681087516,6.186671819999998,33
2021-10-27,3232.7297297297296,1617.1876357139213,6.202142009999998,36
2021-10-28,2368.4594594594596,2645.3786416209614,8.738236349999998,36
2021-10-29,2240.975,1920.800609552889,8.766949409999997,37
2021-10-30,4368.708333333333,2494.52189019144,4.104878129999999,23
2021-10-31,1522.2777777777778,1249.4132620107148,7.163981099999999,18
2021-11-01,1276.88,1640.669724654972,6.917595929999999,23
2021-11-02,353.7083333333333,2401.8424566720787,5.89191507,23
2021-11-03,76716.96,4093.081831611497,5.949389609999999,25
2021-11-04,3490.102564102564,2343.127649339562,6.965144369999998,37
2021-11-05,346.39285714285717,1637.7217883997544,4.28700996,28
2021-11-06,400.92857142857144,2132.624090195035,5.068169819999998,27
2021-11-07,297.76,1311.3573845503252,13.46175261,25
2021-11-08,9159.25,2638.652425212173,8.031909599999999,32
2021-11-09,2527.9285714285716,2121.419839611117,4.858051229999998,27
2021-11-10,802.7777777777778,1683.3243591123758,7.244358299999998,36
2021-11-11,3625.3793103448274,1633.5554135937014,7.219639889999999,27
2021-11-12,1440.2363636363636,1889.2786778393945,15.700862879999999,52
2021-11-13,314.1111111111111,1746.672666813409,9.246016889999998,36
2021-11-14,501.0,2148.368010499848,7.2322775099999985,22
2021-11-15,302.3333333333333,1902.0671916454364,5.848288649999999,24
2021-11-16,3624.625,2728.4340953675373,7.323597629999999,37
2021-11-17,50942.90909090909,2697.854827068439,11.67590196,31
2021-11-18,408.6511627906977,1714.2956915820816,10.501620119999998,41
2021-11-19,266.6875,1969.4152451694429,5.243740739999999,31
2021-11-20,307.84090909090907,1565.570688732084,17.082697049999997,42
2021-11-21,6807.342857142857,1590.0276338410256,10.971124649999998,33
2021-11-22,21247.708333333332,1675.9342808534147,13.557478949999998,48
2021-11-23,15244.457142857143,2197.618386866292,4.766489009999999,35
2021-11-24,26028.285714285714,2410.323129619006,7.190515259999998,35
2021-11-25,285.55555555555554,2534.2740612568678,8.995370759999998,36
2021-11-26,1305.388888888889,2095.8698391415796,5.695329869999998,35
2021-11-27,76907.0,2715.8342205560007,8.350682669999998,28
2021-11-28,373.15,1570.140920039251,8.89245405,20
2021-11-29,28113.4375,2161.307127311327,8.4478374,32
2021-11-30,6862.5,1823.0600460441674,5.170408649999999,28
2021-12-01,400.86206896551727,1756.0393902071996,4.166081009999998,27
2021-12-02,552.15,2324.657934393338,3.8797493399999996,19
2021-12-03,5638.857142857143,1715.1494484085742,6.815357099999999,35
2021-12-04,4611.434782608696,2874.7137257126856,3.838422869999999,22
2021-12-05,537.0,2462.235472435475,2.5687536299999993,19
2021-12-06,284.7567567567568,1793.7287604021753,7.842756869999999,35
2021-12-07,503.7894736842105,2007.6304630743527,6.554155409999998,38
2021-12-08,3072.3255813953488,2199.9544223094713,11.768069429999999,41
2021-12-09,344.8,2004.257742343745,6.510625829999999,35
2021-12-10,16566.075,2132.433700136475,8.645221529999999,40
2021-12-11,17173.57894736842,2364.3117978551663,7.237288979999998,35
2021-12-12,4749.318181818182,2402.856233120894,3.222496259999999,21
2021-12-13,4408.84375,2814.0780877245443,5.697871919999998,32
2021-12-14,26911.27027027027,2487.020056684686,7.143668909999998,36
2021-12-15,373.8863636363636,2115.990735986575,8.856090629999999,42
2021-12-16,247.63333333333333,1901.2906583560712,5.511358079999999,29
2021-12-17,2529.3714285714286,2394.8843531066354,6.260391269999999,34
2021-12-18,392.5483870967742,1805.773772538091,10.834507619999998,30
2021-12-19,249.45,1547.0576820192596,3.393394649999999,20
2021-12-20,299.2903225806452,2864.106341912471,3.993851069999999,31
2021-12-21,804.0555555555555,2112.2975090482255,5.306807789999999,35
2021-12-22,781.34375,2062.752387811832,6.295326299999998,31
2021-12-23,497.92,1812.4218984427168,6.139752839999999,25
2021-12-24,203.07142857142858,1936.1850631594643,1.9924829999999991,14
2021-12-25,312.0,2396.167263443787,0.44284931999999977,3
2021-12-26,212.45454545454547,2218.0588010341526,2.6318933099999997,11
2021-12-27,242.07692307692307,2063.2521137036197,5.745371939999999,25
2021-12-28,409.05263157894734,2343.2280740476053,5.326756829999998,35
2021-12-29,299.9375,1958.1322779919774,4.568644889999999,32
2021-12-30,1786.0,1764.7871982601803,3.9646780199999987,27
2021-12-31,200.0,2519.408180983791,1.4171565599999996,10
2022-01-01,963.875,1699.3783540063891,1.0959866999999996,8
2022-01-02,234.5,1582.2990176906064,0.48729887999999977,4
2022-01-03,4542.793103448276,2997.230931152464,3.6433871099999986,28
2022-01-04,259.48148148148147,2220.314996208122,3.778067339999999,26
2022-01-05,4671.52,2323.2266423208353,3.629853719999999,23
2022-01-06,367.1212121212121,1883.0555025249378,4.9657130999999985,31
2022-01-07,6939.666666666667,2434.3914894996187,4.650014699999998,27
2022-01-08,309.0,2199.476670291998,3.7077857099999987,28
2022-01-09,4632.636363636364,2327.453452698386,4.160536919999999,22
2022-01-10,365.25,2646.6869398474205,3.971456819999999,26
2022-01-11,474.22857142857146,1880.6136013313965,5.747744519999999,34
2022-01-12,30787.26923076923,2627.96141354219,3.395815649999999,25
2022-01-13,9954.535714285714,2053.3847761718575,4.4099967599999985,28
2022-01-14,1102.0434782608695,1979.3586713754908,3.5093363399999986,23
2022-01-15,15824.605263157895,2949.3615930859896,6.200519939999998,35
2022-01-16,311.9130434782609,1929.9315416931179,3.3671752199999996,20
2022-01-17,652.7931034482758,1788.5810708638955,5.008758479999999,28
2022-01-18,497.3333333333333,2631.2041304422237,6.532100099999999,28
2022-01-19,442.9032258064516,3180.1276769188876,4.4829656999999985,31
2022-01-20,4258.944444444444,2126.241539156699,6.770931749999998,36
2022-01-21,8798.481481481482,2038.028264308836,4.356444239999998,27
2022-01-22,1247.03125,2510.5795993232387,7.634502449999998,31
2022-01-23,3173.16,1544.7974309965516,4.682916089999999,24
2022-01-24,5670.085714285714,2598.3325542415896,7.456873679999998,33
2022-01-25,318.81481481481484,1785.1001630146386,3.919841099999999,27
2022-01-26,328.8666666666667,2036.515645472671,6.1618565699999985,30
2022-01-27,4165.0,2048.194723847234,4.102311869999999,26
2022-01-28,295.61290322580646,2044.9381259260124,5.817251429999999,28
2022-01-29,4730.2962962962965,1728.475695117031,5.655819149999998,26
2022-01-30,546.2,2784.6628171475686,2.842762409999999,20
2022-01-31,14448.793103448275,3109.280394858386,3.5057048399999986,28
2022-02-01,66809.35294117648,3134.9998551825206,6.730258949999998,33
2022-02-02,39131.333333333336,3252.4610982739773,4.9825148399999994,28
2022-02-03,8634.068965517241,1786.1253735251653,7.594967519999998,27
2022-02-04,9842.527777777777,2580.9511774340117,4.316764049999999,34
2022-02-05,7788.04,1903.1661868291098,6.7891860899999985,23
2022-02-06,4619.0,1801.6506504081904,6.065234459999999,16
2022-02-07,5053.692307692308,2611.1812900742657,5.005877489999999,26
2022-02-08,321.0869565217391,2777.7776915643644,2.801460149999999,23
2022-02-09,43052.72,2410.4371830990945,3.5088763499999986,25
2022-02-10,24448.057142857142,2461.5205854167807,7.429274279999999,35
2022-02-11,36734.12,4650.494335673877,3.9017562299999993,25
2022-02-12,3704.6,2543.1137115239953,3.8419575299999993,24
2022-02-13,257.875,1626.3353272476138,1.3022074799999999,8
2022-02-14,374.8076923076923,1961.2390882513816,4.115361059999999,26
2022-02-15,437.06060606060606,3013.6624520268156,6.606061649999998,33
2022-02-16,282.37931034482756,2917.2995939717725,4.211692649999999,27
2022-02-17,1152.3714285714286,2607.323514447037,4.588884449999998,33
2022-02-18,5572.1875,2035.2210519394075,7.230364919999999,32
2022-02-19,1070.2083333333333,2084.712592226451,2.885323589999999,23
2022-02-20,644.15,1714.6094165191957,7.712894429999999,19
2022-02-21,25628.16,1924.650406167067,6.512199479999999,25
2022-02-22,411.6341463414634,2523.97020824843,6.915804389999999,40
2022-02-23,349.1034482758621,1471.4179088285496,10.622888009999999,28
2022-02-24,38194.14705882353,2325.694482501276,9.851170049999999,34
2022-02-25,4386.861111111111,1641.4224421715571,7.407097919999999,36
2022-02-26,280.0952380952381,1905.826450760204,5.671821959999999,21
2022-02-27,5946.0,2315.724415097724,3.1808792699999993,16
